genes,logFC.genotypenpr1.1,logFC.genotypenpr1.1.treatmentuntreated,logCPM,LR,PValue,FDR,AGI,symbol2,full_name
AT2G22400.1,0.47809585480418815,-0.2761643471261149,6.302708965360342,26.159222589454757,2.087358233282834e-6,1.7736737967080593e-5,AT2G22400,AtTRM4b;TRM4B,NA;NA
AT2G21120.1,-0.4859073228503784,0.10893979847354673,5.520401436620571,26.154445243842737,2.0923502088556438e-6,1.777016742091302e-5,AT2G21120,AVI2;ENOR3,ANTIVIRAL RNAI-DEFECTIVE 2;enhancer of rdr6 3
AT3G50760.1,-1.9541466506142573,1.8526870963428934,4.03249802520158,26.15202987412328,2.094878634987799e-6,1.778265092933807e-5,AT3G50760,GATL2,galacturonosyltransferase-like 2
AT3G13960.1,1.4037289696064366,-1.2525836976209554,2.4713007728211527,26.139009386914925,2.1085612956234085e-6,1.788975818443315e-5,AT3G13960,AtGRF5;GRF5,growth-regulating factor 5;growth-regulating factor 5
AT5G55930.1,-0.809046466861089,-0.17291403384210172,6.2968398216173735,26.128622507532846,2.1195404667011762e-6,1.7973831549779435e-5,AT5G55930,ATOPT1;OPT1,ARABIDOPSIS THALIANA OLIGOPEPTIDE TRANSPORTER 1;oligopeptide transporter 1
AT3G62410.1,-0.7683019067315894,-0.24804113214451323,7.371818161777907,26.11769159383806,2.131156438038022e-6,1.8063217458426198e-5,AT3G62410,CP12;CP12-2,CP12 DOMAIN-CONTAINING PROTEIN 1;CP12 domain-containing protein 2
AT1G06840.1,-0.3535319500219215,-0.11532413438849011,5.7370329701754335,26.086803424017248,2.164325673982048e-6,1.8335101864460124e-5,AT1G06840,NA,NA
AT5G08180.1,0.29750008405257944,0.2704902457906176,5.7367311839542685,26.08526605790957,2.1659899940359854e-6,1.8339952575509332e-5,AT5G08180,NA,NA
AT1G48920.1,0.44460248290993337,0.05363171950015918,8.544046832567728,26.07331108637203,2.1789759413923945e-6,1.8440613017355586e-5,AT1G48920,ATNUC-L1;NUC-L1;NUC1;PARL1,nucleolin like 1;nucleolin like 1;nucleolin 1;PARALLEL 1
AT4G27730.1,-0.7211578909767776,0.1684274205628957,4.815375716007436,26.070703469736877,2.181818761191918e-6,1.8455374304764872e-5,AT4G27730,ATOPT6;OPT6,ARABIDOPSIS THALIANA OLIGOPEPTIDE TRANSPORTER 6;oligopeptide transporter 1
AT3G17998.1,0.6411127469083555,0.08300445386496572,5.471495388316548,26.051910261589395,2.202417073783052e-6,1.8620233730488927e-5,AT3G17998,NA,NA
AT2G45470.1,0.8372761335136665,-0.8242026379354791,8.320150432800045,26.050530044192193,2.2039375055348634e-6,1.8623715369959844e-5,AT2G45470,AGP8;FLA8,ARABINOGALACTAN PROTEIN 8;FASCICLIN-like arabinogalactan protein 8
AT1G55990.1,-0.770499884175638,0.25649891829853805,4.092831645876645,26.03892258710616,2.2167657503600074e-6,1.8722698763347292e-5,AT1G55990,NA,NA
AT5G17990.1,-0.5199001291250321,0.1916042646766571,6.044841441447236,26.02471278837576,2.232571731394946e-6,1.8846719857137538e-5,AT5G17990,pat1;TRP1,PHOSPHORIBOSYLANTHRANILATE TRANSFERASE 1;tryptophan biosynthesis 1
AT4G18480.1,0.6592858536168617,-0.4448680971471374,8.674815413564104,26.009422938269783,2.2497049827222166e-6,1.8981815170643152e-5,AT4G18480,CH-42;CH42;CHL11;CHLI-1;CHLI1;LOST1,CHLORINA 42;CHLORINA 42;NA;NA;NA;low temperature with open-stomata 1
AT1G33110.1,-0.7393867327648017,0.20055521133092177,4.745906828452739,25.995318346981552,2.265626643513508e-6,1.9106557221076013e-5,AT1G33110,NA,NA
AT1G02340.1,0.8301857114014731,0.11895251489895892,2.103929742781307,25.993864254699602,2.267274457567403e-6,1.9110859815692326e-5,AT1G02340,FBI1;HFR1;REP1;RSF1,NA;LONG HYPOCOTYL IN FAR-RED;REDUCED PHYTOCHROME SIGNALING 1;REDUCED SENSITIVITY TO FAR-RED LIGHT 1
AT3G49960.1,-0.5776306085297409,-0.17887510126759795,4.164076752161198,25.968608051320622,2.2960873732943268e-6,1.9344017945823165e-5,AT3G49960,NA,NA
AT5G59520.1,0.6522215450661268,0.5309082475608751,3.0496184831344793,25.966022098110862,2.299058080664455e-6,1.9359336690266757e-5,AT5G59520,AtZIP2;ZIP2,NA;ZRT/IRT-like protein 2
AT4G16500.1,-0.4853239966004962,-0.14214798288166736,4.834116724046392,25.962968020179346,2.302571513830112e-6,1.937920784610824e-5,AT4G16500,AtCYS4;CYS4,NA;phytocystatin 4
AT5G08790.1,-1.4434337657246137,0.7615392620750906,6.05498660234272,25.948452721236222,2.319343559956448e-6,1.951059212003424e-5,AT5G08790,anac081;ATAF2,Arabidopsis NAC domain containing protein 81;NA
AT2G48030.1,-0.4719558958105712,-0.21222127454449166,5.257742451686091,25.926745324972764,2.3446541229544477e-6,1.971354993352191e-5,AT2G48030,NA,NA
AT1G73200.1,-0.3415446697663084,-0.14345458056302834,5.320596436643549,25.92575330016269,2.345817388958289e-6,1.971354993352191e-5,AT1G73200,NA,NA
AT5G38420.1,-0.5332270526083981,-0.2234378231972977,11.866720978998929,25.924673215944495,2.3470845712636847e-6,1.971433685632932e-5,AT5G38420,RBCS2B,Rubisco small subunit 2B
AT4G26090.1,-0.6575715578730971,0.2522259879314342,4.333516783341613,25.92140765429356,2.3509199762831905e-6,1.9736683998791263e-5,AT4G26090,RPS2,RESISTANT TO P. SYRINGAE 2
AT1G19900.1,0.8752926186037464,-0.3178484637328803,2.5138397649381745,25.91873548393703,2.3540631048949916e-6,1.9753199849715765e-5,AT1G19900,NA,NA
AT3G58640.1,-0.4179007231222828,0.14756736049266345,6.457401238901787,25.916810605094046,2.3563298386498143e-6,1.976234895630466e-5,AT3G58640,NA,NA
AT4G30340.1,-0.5626587348242825,0.8770906553789928,5.191079197381598,25.913643138660593,2.360064593131583e-6,1.978379496008855e-5,AT4G30340,ATDGK7;DGK7,diacylglycerol kinase 7;diacylglycerol kinase 7
AT5G14260.3,0.6931690204165162,-0.4704860902773782,7.135532163406291,25.843793993792417,2.4439450589078505e-6,2.047672471052019e-5,AT5G14260,NA,NA
AT2G20370.1,-0.5961156390730462,0.49566925755862307,5.865763664624193,25.839313479142167,2.44942626208866e-6,2.051241863251615e-5,AT2G20370,AtMUR3;KAM1;MUR3;RSA3,NA;KATAMARI 1;MURUS 3;SHORT ROOT IN SALT MEDIUM 3
AT5G18630.1,0.47470605861284326,-1.064530379267919,4.925354690125117,25.835670392256926,2.4538920645263212e-6,2.0539577873431826e-5,AT5G18630,NA,NA
AT2G34090.2,0.6554444464530035,-0.5225710637273026,4.145079627627614,25.831771917135235,2.458679947953889e-6,2.0569404604421008e-5,AT2G34090,MEE18,maternal effect embryo arrest 18
AT2G43620.1,-2.266043624141343,1.1970155523382455,5.8067862362438945,25.827959025817012,2.463371758587772e-6,2.0590321965694415e-5,AT2G43620,NA,NA
AT5G63650.1,-0.5828191697444887,-0.0830886679734827,3.032345773197939,25.82774807762102,2.463631594204761e-6,2.0590321965694415e-5,AT5G63650,SNRK2-5;SNRK2.5;SRK2H,NA;SNF1-related protein kinase 2.5;SNF1-RELATED PROTEIN KINASE 2H
AT5G50370.1,0.4186681057020755,0.031112442137437343,4.562078897470381,25.823934495443517,2.468333706522809e-6,2.061936247432952e-5,AT5G50370,NA,NA
AT2G34590.1,0.35414017416482246,0.0838847652584702,6.277577701384955,25.816317813960897,2.4777518847734683e-6,2.0687750453434143e-5,AT2G34590,NA,NA
AT4G31390.1,-0.2962650532272197,-0.21593779273817054,5.7510351524305205,25.807812337481693,2.488311552799112e-6,2.0759400801427785e-5,AT4G31390,ABC1K1;ACDO1;AtACDO1;PGR6,ABC1-like kinase 1;ABC1-like kinase related to chlorophyll degradation and oxidative stress 1;NA;PROTON GRADIENT REGULATION 6
AT4G02290.1,-0.49201252784223953,-0.39634298793581946,6.877789998497556,25.807415859489048,2.488804882080812e-6,2.0759400801427785e-5,AT4G02290,AtGH9B13;GH9B13,glycosyl hydrolase 9B13;glycosyl hydrolase 9B13
AT1G13000.1,-0.4953746598027994,0.2881843046565914,5.154106290379845,25.770391720380676,2.535306907529402e-6,2.1136784486147106e-5,AT1G13000,NA,NA
AT1G07620.1,-1.7068671278133014,1.9124597092571045,2.6252871633966293,25.76655116163467,2.540180082519395e-6,2.1166907344366725e-5,AT1G07620,ATOBGM;TRM32,NA;TON1 Recruiting Motif 32
AT5G01530.1,0.8244043019464168,-0.3247641987344937,10.877132279706437,25.756606323555843,2.5528423773536704e-6,2.1261873622788455e-5,AT5G01530,LHCB4.1,light harvesting complex photosystem II
AT3G23880.1,1.0320143499207404,-1.987831420182787,3.2489073200819987,25.750507516446902,2.5606389053116405e-6,2.131624032226474e-5,AT3G23880,NA,NA
AT4G14370.1,-1.8781693374713744,1.3303374474854848,3.274151292477814,25.747500090602323,2.5644922675721015e-6,2.1337744231274758e-5,AT4G14370,NA,NA
AT2G20230.1,0.5050276293460296,-0.49624864394102325,6.375539111206693,25.73482750409945,2.5807932319273097e-6,2.1462745298587564e-5,AT2G20230,NA,NA
AT3G24090.1,-1.056915352814936,1.2022846846287472,3.170134597093334,25.722968798173078,2.596141122488852e-6,2.1570610048355594e-5,AT3G24090,GFAT,L-glutamine D-fructose-6-phosphate amidotransferase
AT3G12500.1,-0.865703973511033,-0.03431021691560867,6.496221406005273,25.7228221118652,2.596331538649623e-6,2.1570610048355594e-5,AT3G12500,ATHCHIB;B-CHI;CHI-B;HCHIB;PR-3;PR3,basic chitinase;NA;NA;basic chitinase;PATHOGENESIS-RELATED 3;PATHOGENESIS-RELATED 3
AT3G20230.1,0.5660865069011409,-0.4292756774309036,6.284514518746353,25.71335448401817,2.6086512255841416e-6,2.1662250093221943e-5,AT3G20230,NA,NA
AT5G37710.1,-0.13594740108618414,-0.7733863287392649,3.729571696018361,25.66786244547653,2.668667636256789e-6,2.2149677678595753e-5,AT5G37710,NA,NA
AT2G41710.3,0.13694543781391108,-0.6557846025341157,5.097633279888121,25.660158743537878,2.6789667689065474e-6,2.2224179136227698e-5,AT2G41710,NA,NA
AT4G32800.1,-0.7226810694948516,0.7975307514517547,3.8752280996784,25.656454621640517,2.6839329760816764e-6,2.2254387988744367e-5,AT4G32800,NA,NA
AT3G01140.1,0.2022868861725006,0.9067654396886156,3.3199804655204743,25.64163984770837,2.7038877212441737e-6,2.2408786299546557e-5,AT3G01140,AtMYB106;MYB106;NOK,myb domain protein 106;myb domain protein 106;NOECK
AT5G45250.1,-0.40887153990639263,-0.040234501162211195,5.2955868329335285,25.636941292698232,2.7102473712102614e-6,2.245041695708145e-5,AT5G45250,RPS4,RESISTANT TO P. SYRINGAE 4
AT5G35790.1,0.6315021870173136,-1.1393529761457952,6.67132975708361,25.62940305899042,2.7204818856796714e-6,2.252408831815318e-5,AT5G35790,G6PD1,glucose-6-phosphate dehydrogenase 1
AT3G54280.2,0.21724359132540882,0.24197095372405814,5.819088540327789,25.624373805865133,2.7273314901819357e-6,2.256967571604253e-5,AT3G54280,ATBTAF1;BTAF1;CHA16;CHR16;RGD3,NA;NA;NA;NA;ROOT GROWTH DEFECTIVE 3
AT5G60660.1,0.6386572300909827,-0.13528362372505306,3.2573287928087056,25.616865574471483,2.7375894508778606e-6,2.2643409741652967e-5,AT5G60660,PIP2;4;PIP2F,plasma membrane intrinsic protein 2;4;NA
AT1G72060.1,-1.5969523496205345,0.6866046559235782,3.0076913910522927,25.586619942272485,2.7793041394736516e-6,2.2977131023138716e-5,AT1G72060,NA,NA
AT2G29190.1,0.3176964525517673,0.18073102861116694,6.116081124247493,25.57871130556444,2.7903161509941894e-6,2.3056822931899356e-5,AT2G29190,APUM2;PUM2,pumilio 2;pumilio 2
AT5G07690.1,1.1682416290941713,0.3703609706542499,2.7985468143360146,25.56951597140058,2.8031746325677306e-6,2.3151686653149117e-5,AT5G07690,ATMYB29;MYB29;PMG2;RAO7,myb domain protein 29;myb domain protein 29;PRODUCTION OF METHIONINE-DERIVED GLUCOSINOLATE 2;regulator of alternative oxidase 1a 7
AT1G74460.1,-0.6026407248721845,0.2678970497986405,4.605128706263755,25.56454034839065,2.810157084579964e-6,2.319795030165052e-5,AT1G74460,NA,NA
AT3G22830.1,-0.8631144197547624,1.681872497401937,2.4253343989090235,25.559284232979202,2.8175520525053827e-6,2.3247572166030415e-5,AT3G22830,AT-HSFA6B;HSFA6B,ARABIDOPSIS THALIANA HEAT SHOCK TRANSCRIPTION FACTOR A6B;heat shock transcription factor  A6B
AT4G08930.1,-0.6634672123584477,0.457397444182338,4.679880024339388,25.552796051538618,2.8267072891527442e-6,2.3311662125909152e-5,AT4G08930,APRL6;ATAPRL6,APR-like 6;APR-like 6
AT3G23340.1,0.8040045047528045,-0.4746264920880838,3.6754054971940353,25.52851940596695,2.8612278617250322e-6,2.3584772742452803e-5,AT3G23340,ckl10,casein kinase I-like 10
AT2G21380.1,0.6450572835670327,-0.23375516846144972,6.5287157293260965,25.523939582806143,2.8677873279723097e-6,2.3627248319081327e-5,AT2G21380,Kin7.2,kinesin 7.2
AT3G26590.1,-0.7956550373909745,0.10986955643727692,4.878995187476902,25.520482521593117,2.872748672824595e-6,2.3656522036657045e-5,AT3G26590,NA,NA
AT2G21210.1,0.9971467296891139,0.12358022100025741,4.209642954094951,25.509562355604835,2.8884770189620615e-6,2.3774387771456966e-5,AT2G21210,SAUR6,SMALL AUXIN UPREGULATED RNA 6
AT1G26560.1,-1.1465704836677968,1.238038215898969,4.833413216129158,25.49408130655646,2.9109221024568433e-6,2.394739490654873e-5,AT1G26560,BGLU40,beta glucosidase 40
AT2G43630.1,-0.6774913124069216,0.5456596057340729,5.481670592621013,25.49302360492543,2.9124619531243796e-6,2.3948334973341384e-5,AT2G43630,NA,NA
AT5G12880.1,-1.0756374597024556,0.7227091930599711,2.203883603744819,25.484462391135075,2.9249557793445524e-6,2.4039301436990767e-5,AT5G12880,NA,NA
AT4G22540.1,0.5531966139877837,-0.8576945851421284,6.277689663584648,25.478775080484116,2.9332851827866164e-6,2.409596957732634e-5,AT4G22540,ORP2A,OSBP(oxysterol binding protein)-related protein 2A
AT3G49260.3,0.631705128893733,0.11216267995826062,5.929186495117275,25.46081888209128,2.9597390833049435e-6,2.430139631497544e-5,AT3G49260,iqd21,IQ-domain 21
AT5G45950.1,0.764533687426972,0.1730139527011712,5.875319429359924,25.45797725323193,2.9639473121507767e-6,2.432406003752853e-5,AT5G45950,NA,NA
AT1G44970.1,-0.6554862784533457,-0.07852316880858858,3.4591116013077348,25.44145425285129,2.988535390792975e-6,2.451387013180234e-5,AT1G44970,NA,NA
AT1G66910.1,-0.856049188541466,0.5923526656882947,4.541069067800971,25.43094766069708,3.004276361827975e-6,2.4630960762492997e-5,AT1G66910,NA,NA
AT1G65481.1,-2.2013098085506164,1.7981045674537532,1.1091660690626486,25.4278186107768,3.008980305942699e-6,2.4657492760747026e-5,AT1G65481,NA,NA
AT4G30140.1,0.7358099526190338,-0.8621323194910246,6.034355244665893,25.418710125394398,3.0227151847549993e-6,2.4757968010092264e-5,AT4G30140,CDEF1,CUTICLE DESTRUCTING  FACTOR 1
AT3G49670.1,0.5209748425785989,0.2735847454766115,6.61446829637328,25.41545455077167,3.027639528983803e-6,2.4786216592299664e-5,AT3G49670,BAM2,BARELY ANY MERISTEM 2
AT1G63090.1,-0.3020998974554877,-0.3819940820941198,4.499976779525175,25.40623431751217,3.0416295233003455e-6,2.4878743464606608e-5,AT1G63090,AtPP2-A11;PP2-A11,phloem protein 2-A11;phloem protein 2-A11
AT3G17185.1,-0.9248101588401165,0.5181627602253838,3.684898548611298,25.406054089049015,3.041903629757841e-6,2.4878743464606608e-5,AT3G17185,ATTAS3;sORF24;TAS3;TASIR-ARF,NA;short open reading frame 24;trans-acting siRNA3;NA
AT1G52220.1,0.7413313497289294,-0.5917388574033621,7.164530508177386,25.40468502150889,3.0439866283777964e-6,2.488366490030102e-5,AT1G52220,CURT1C,CURVATURE THYLAKOID 1C
AT5G44820.1,-1.511009170954271,1.0718658853810232,3.238867880605323,25.400940764659634,3.0496906999802615e-6,2.4918168321482692e-5,AT5G44820,NA,NA
AT2G01940.3,0.8749338920533021,-0.8369317638142922,2.866315273397106,25.399362746714868,3.0520978828250903e-6,2.4925713336693577e-5,AT2G01940,ATIDD15;IDD15;SGR5,ARABIDOPSIS THALIANA INDETERMINATE(ID)-DOMAIN 15;INDETERMINATE(ID)-DOMAIN 15;SHOOT GRAVITROPISM 5
AT1G79440.1,0.49918114093217764,-0.34504550923834715,7.6034832950895845,25.391013114564206,3.0648664648250973e-6,2.501782883508105e-5,AT1G79440,ALDH5F1;ENF1;SSADH;SSADH1,aldehyde dehydrogenase 5F1;ENLARGED FIL EXPRESSION DOMAIN 1;SUCCINIC SEMIALDEHYDE DEHYDROGENASE;SUCCINIC SEMIALDEHYDE DEHYDROGENASE 1
AT5G48440.1,-0.5620694913667506,0.5783315921088796,4.5888180907367815,25.381911791835403,3.078845416848463e-6,2.5119730042563055e-5,AT5G48440,NA,NA
AT3G20380.1,-0.6821634902398885,-0.4303334872462028,3.7223330436719673,25.363241283484257,3.1077217958437294e-6,2.5343018664261557e-5,AT3G20380,NA,NA
AT3G63310.1,-0.5605790455684472,0.36502247946646715,5.873316980242884,25.34216167223856,3.1406498020708006e-6,2.559911500484589e-5,AT3G63310,AtLFG2;BIL4;GAAP2;LFG2,NA;BRZ-INSENSITIVE-LONG HYPOCOTYLS 4;NA;LIFEGUARD 2
AT3G59910.1,-0.44974023225506116,0.13608217457992106,5.314687965452811,25.33320193490333,3.1547510630301864e-6,2.570158249652963e-5,AT3G59910,NA,NA
AT3G28220.1,1.5636401943476856,-0.16647417965737976,3.6473731106624188,25.315591382729018,3.182652175354074e-6,2.5916322779337418e-5,AT3G28220,NA,NA
AT5G50280.1,0.5797247919910331,-0.6127722589472537,4.674663162013464,25.305316647679497,3.199044700442008e-6,2.6037186009072333e-5,AT5G50280,EMB1006,embryo defective 1006
AT1G15690.1,0.509778528231907,-0.8408673862458693,9.410182941630326,25.302793572984875,3.203082961480326e-6,2.605742889583922e-5,AT1G15690,AtAVP1;ATAVP3;AtVHP1;1;AVP-3;AVP1;FUGU5;VHP1,NA;ARABIDOPSIS THALIANA V-PPASE 3;NA;NA;NA;FUGU 5;NA
AT5G22020.1,-0.22145994063322147,-0.3847062602592467,4.555445225914273,25.2976399952879,3.2113472730563966e-6,2.611201492743195e-5,AT5G22020,NA,NA
AT2G16800.1,0.5925835211179754,-0.5727198570034839,4.88303756590512,25.294881501713444,3.2157795693780233e-6,2.613540444411292e-5,AT2G16800,NA,NA
AT5G59550.1,-0.5029822488098107,-0.4422811461469035,4.290907440263618,25.279393018867687,3.2407800225521153e-6,2.6321549529292507e-5,AT5G59550,AtRDUF2;RDUF2,Arabidopsis thaliana RING and Domain of Unknown Function 1117 2;RING and Domain of Unknown Function 1117 2
AT1G67400.1,1.2068248196110152,-1.3013429463278456,2.1956249836517365,25.278753085222547,3.2418171305498062e-6,2.6321549529292507e-5,AT1G67400,NA,NA
AT3G51660.1,-0.9228883346737071,1.8424858560829567,5.151315633399355,25.2727480829968,3.251565317239374e-6,2.637854274160542e-5,AT3G51660,NA,NA
AT1G66600.1,-3.1805089026954922,3.738455171861719,2.3705930737866625,25.272494863292913,3.2519770235052574e-6,2.637854274160542e-5,AT1G66600,ABO3;ATWRKY63;WRKY63,ABA overly sensitive mutant 3;NA;WRKY DNA-binding protein 63
AT4G39890.1,-1.1599824766449098,0.5304307181170643,2.7092680162583758,25.269527421755907,3.2568056306202375e-6,2.6404960322774796e-5,AT4G39890,AtRABH1c;RABH1c,RAB GTPase homolog H1C;RAB GTPase homolog H1C
AT1G02810.1,-0.5851311148035818,-0.06460088839173171,3.775314698591859,25.267197587539233,3.2606017498707173e-6,2.642298542984958e-5,AT1G02810,NA,NA
AT3G13790.1,-0.9408408432317495,0.6887708287024511,7.475205445430159,25.266002199479523,3.2625511745920744e-6,2.642603528542539e-5,AT3G13790,ATBFRUCT1;AtCWI1;ATCWINV1;CWI1,NA;NA;ARABIDOPSIS THALIANA CELL WALL INVERTASE 1;NA
AT5G51150.1,0.45618357931789344,-0.8626378532646795,4.792579411545123,25.260784231640493,3.2710742315679184e-6,2.6482301694510586e-5,AT5G51150,NA,NA
AT1G03220.1,-0.401918031077151,-0.4242712983031807,8.562511366116007,25.24433534805985,3.298087925182345e-6,2.6688140199970237e-5,AT1G03220,NA,NA
AT1G80650.1,0.37701868069985334,-1.009454597898471,4.3529819786670485,25.234611978040572,3.3141612298217687e-6,2.6805293451986467e-5,AT1G80650,RTL1,RNAse THREE-like protein 1
AT3G26050.1,0.5457985286475626,0.23731762284151467,2.2397186404697424,25.231080094204938,3.3200190167933784e-6,2.6839749501016343e-5,AT3G26050,NA,NA
AT2G30140.1,-1.3700110753178574,0.9771016846584699,5.830750265401465,25.22442428813543,3.331086123069126e-6,2.6914028287725047e-5,AT2G30140,UGT87A2,UDP-glucosyl transferase 87A2
AT4G36640.1,-0.9554945346775363,0.9136829685714809,4.771344179420581,25.223628753438092,3.332411383919763e-6,2.6914028287725047e-5,AT4G36640,NA,NA
AT4G09030.1,-0.8068621460777231,-0.0479497335490807,6.04378774853777,25.22159096762993,3.3358084845793076e-6,2.692851837215175e-5,AT4G09030,AGP10;ATAGP10,arabinogalactan protein 10;NA
AT5G41040.1,-0.7176617760047532,0.4512683451407699,4.994656747189941,25.187058636606483,3.39390521657302e-6,2.7384348575028895e-5,AT5G41040,ASFT;HHT;RWP1,aliphatic suberin feruloyl-transferase;hydroxycinnamoyl- CoA:&omega;-hydroxyacid O-hydroxycinnamoyltransferase;REDUCED LEVELS OF WALL-BOUND PHENOLICS 1
AT4G02800.1,0.5643289955566676,-0.05652053221170863,3.8801427446792323,25.183168232753992,3.4005134726503193e-6,2.7424496316395927e-5,AT4G02800,MadA1,"NA"
AT2G22830.1,0.799012875349106,-0.6661694007940906,3.3991771054399496,25.148414946229025,3.4601193574578983e-6,2.7891816260045694e-05,AT2G22830,SQE2,squalene epoxidase 2
AT5G01620.3,-0.399956516785651,-0.12626078776929728,3.789346488910926,25.14402551716668,3.467721671093858e-6,2.7939691296261735e-5,AT5G01620,TBL35,TRICHOME BIREFRINGENCE-LIKE 35
AT4G32285.1,-0.45343678506733903,0.20087652209971324,6.790650936463519,25.13392724246424,3.485274951276698e-6,2.8067657673296862e-5,AT4G32285,CAP1,clathrin associated protein 1
